Density
0.8966
0.8597999999999999
0.8829
0.8626999999999999
""
0.8698
0.8966
0.8966
0.8407285714285715
""
0.9656
0.8922285714285714
0.8940999999999999
0.8940999999999999
0.8377571428571429
""
0.9612
0.8895571428571428
0.8940999999999999
0.8592999999999998
0.8801
0.8566999999999999
0.8668
""
0.8915
0.8558999999999998
0.8774
0.8535999999999999
0.8639
""
0.8347857142857142
""
0.9568
0.8915
0.8915
0.8868857142857143
0.8318142857142857
""
0.9524
0.8888999999999999
0.8888999999999999
0.8842142857142856
0.8888999999999999
0.8524999999999997
""
0.8609666666666667
0.8504999999999999
0.8746666666666666
0.8862999999999999
0.8490999999999996
""
0.8580333333333333
0.8473999999999999
0.8719333333333332
0.9702
0.8661
""
0.8949
0.8629
0.8727
""
0.8856
0.8993
0.8993
0.8993
0.8437
0.8288428571428571
0.9479999999999998
0.8862999999999999
""
0.8815428571428571
0.8862999999999999
0.8817
0.8819
0.8789
0.8791
0.8761
0.8762
0.8732
0.8735
0.8703666666666666
0.8707
0.8675333333333333
0.8679
1.4191
1.2597
1.3905333333333334
1.3905333333333334
1.4159
1.2575
1.3864666666666667
1.3864666666666667
1.4125
1.2544
1.3824
1.3824
1.4091
1.2516
1.3783333333333334
1.3783333333333334
1.4057666666666666
1.2489
1.3742666666666667
1.3742666666666667
1.2462000000000002
1.4024333333333332
1.3702
1.3702
